dataset,field_name,source_row_count,parquet_row_count,source_non_null_count,parquet_non_null_count,source_non_null_share,parquet_non_null_share,non_null_share_loss,source_unique_count,parquet_unique_count,null_loss_count,null_loss_ratio,unique_count_ratio,value_profile_status,source_top_values,parquet_top_values,focus_field,useful_candidate_field
roads,CHANGE_STA,141152,140654,141152,140654,1.0,1.0,0.0,1,1,498,0.003528,1.0,profiled,CL:141152,CL:140654,False,False
roads,CHANGE_S_1,141152,140654,141152,140654,1.0,1.0,0.0,23,12,498,0.003528,0.521739,profiled,2023-01-07:128509|2023-01-11:10940|2023-01-09:713|2022-01-19:245|2023-01-17:211,2023-01-07:128412|2023-01-11:10886|2023-01-09:713|2023-01-17:211|2023-01-13:135,False,False
roads,CURRENCY_D,141152,140654,141152,140654,1.0,1.0,0.0,2140,2138,498,0.003528,0.999065,profiled,2012-04-01:82850|2012-03-31:2370|2012-09-03:1352|2012-09-04:1047|2012-08-28:883,2012-04-01:82552|2012-03-31:2368|2012-09-03:1350|2012-09-04:1047|2012-08-28:882,False,False
roads,EVENT_COMP,141152,140654,141152,140654,1.0,1.0,0.0,12,12,498,0.003528,1.0,profiled,1:130639|2:8867|3:1416|4:134|5:50,1:130298|2:8717|3:1409|4:134|5:50,True,True
roads,EVENT_LOCA,141152,140654,141152,140654,1.0,1.0,0.0,24056,23995,498,0.003528,0.997464,profiled,1:110825|16970679:12|20093397:9|5925433:7|17684529:7,1:110446|16970679:12|20093397:9|5925433:7|17684529:7,True,True
roads,EVENT_SOUR,141152,140654,141152,140654,1.0,1.0,0.0,130599,130258,498,0.003528,0.997389,profiled,33875622:12|34450917:9|572073:9|21873056:7|34034836:7,33875622:12|34450917:9|572073:9|21873056:7|34034836:7,True,True
roads,EVENT_SO_1,141152,140654,141152,140654,1.0,1.0,0.0,1,1,498,0.003528,1.0,profiled,RIMTW:141152,RIMTW:140654,False,True
roads,EVENT_SO_2,141152,140654,141152,140654,1.0,1.0,0.0,1,1,498,0.003528,1.0,profiled,RIMS Travelway:141152,RIMS Travelway:140654,False,True
roads,FROM_MEASURE,141152,140654,138742,138740,0.982926,0.986392,0.0,10144,10144,2,1.4e-05,1.0,profiled,0.0:70808|0.05:774|0.06:770|0.08:736|0.09:712,0.0:70808|0.05:774|0.06:770|0.08:736|0.09:712,True,True
roads,LANE_REVER,141152,140654,141152,140654,1.0,1.0,0.0,4,4,498,0.003528,1.0,profiled,0:141139|2:7|1:5|3:1,0:140641|2:7|1:5|3:1,True,True
roads,LANE_THRU1,141152,140654,141152,140654,1.0,1.0,0.0,7,7,498,0.003528,1.0,profiled,1.0:100672|0.0:32640|2.0:6892|3.0:734|4.0:178,1.0:100464|0.0:32367|2.0:6877|3.0:733|4.0:177,True,True
roads,LANE_THRU_,141152,140654,141152,140654,1.0,1.0,0.0,8,8,498,0.003528,1.0,profiled,1.0:100896|0.0:32160|2.0:7100|3.0:766|4.0:182,1.0:100688|0.0:31890|2.0:7082|3.0:765|4.0:181,True,True
roads,LANE_THR_1,141152,140654,141152,140654,1.0,1.0,0.0,7,7,498,0.003528,1.0,profiled,1.0:116467|0.0:12009|2.0:11107|3.0:1274|4.0:250,1.0:116252|0.0:11749|2.0:11086|3.0:1273|4.0:249,False,True
roads,LANE_THR_2,141152,140654,141152,140654,1.0,1.0,0.0,7,7,498,0.003528,1.0,profiled,1.0:99054|0.0:35700|2.0:5742|3.0:538|4.0:97,1.0:99039|0.0:35217|2.0:5742|3.0:538|4.0:97,False,True
roads,LANE_THR_3,141152,140654,141152,140654,1.0,1.0,0.0,7,7,498,0.003528,1.0,profiled,1.0:98943|0.0:35898|2.0:5675|3.0:530|4.0:90,1.0:98928|0.0:35415|2.0:5675|3.0:530|4.0:90,False,True
roads,LANE_THR_4,141152,140654,141152,140654,1.0,1.0,0.0,7,7,498,0.003528,1.0,profiled,1.0:114209|0.0:16358|2.0:9420|3.0:973|4.0:162,1.0:114186|0.0:15883|2.0:9420|3.0:973|4.0:162,False,True
roads,LOCATION_1,141152,140654,141152,140654,1.0,1.0,0.0,2,2,498,0.003528,1.0,profiled,Valid:140989|Unmappable:163,Valid:140640|Unmappable:14,False,False
roads,LOCATION_C,141152,140654,141152,140654,1.0,1.0,0.0,2,2,498,0.003528,1.0,profiled,VLD:140989|UM:163,VLD:140640|UM:14,False,False
roads,LOCATION_V,141152,140654,141152,140654,1.0,1.0,0.0,1,1,498,0.003528,1.0,profiled,VIS:141152,VIS:140654,False,False
roads,LOC_COMP_1,141152,140654,140989,140640,0.998845,0.9999,0.0,4,4,349,0.002475,1.0,profiled,B:115465|P:13706|N:11648|U:170,B:115446|P:13487|N:11637|U:70,True,True
roads,LOC_COMP_D,141152,140654,140989,140640,0.998845,0.9999,0.0,4,4,349,0.002475,1.0,profiled,Bidirectional:115465|Master Prime:13706|Master Non-Prime:11648|Unknown:170,Bidirectional:115446|Master Prime:13487|Master Non-Prime:11637|Unknown:70,True,True
roads,LRM_CURREN,141152,140654,141152,140654,1.0,1.0,0.0,2080,2072,498,0.003528,0.996154,profiled,2021-12-10:6124|2015-10-17:2767|2022-10-18:2679|2015-10-18:2505|2021-12-11:2030,2021-12-10:6118|2015-10-17:2767|2022-10-18:2679|2015-10-18:2505|2021-12-11:2028,False,False
roads,MEDIAN_COV,141152,140654,141152,140654,1.0,1.0,0.0,29,29,498,0.003528,1.0,profiled,0.0:138046|1.0:2640|0.89999998:144|0.80000001:63|0.75:58,0.0:137551|1.0:2637|0.89999998:144|0.80000001:63|0.75:58,True,True
roads,MEDIAN_IND,141152,140654,0,0,0.0,0.0,0.0,0,0,0,0.0,,profiled,,,True,True
roads,MEDIAN_OPP,141152,140654,0,0,0.0,0.0,0.0,0,0,0,0.0,,profiled,,,True,True
roads,MEDIAN_WID,141152,140654,141152,140654,1.0,1.0,0.0,108,108,498,0.003528,1.0,profiled,0.0:125046|4.0:4942|3.0:907|16.0:777|8.0:710,0.0:124587|4.0:4929|3.0:905|16.0:772|8.0:709,True,True
roads,MEDIAN_W_1,141152,140654,141152,140654,1.0,1.0,0.0,181,181,498,0.003528,1.0,profiled,0.0:125050|16.0:2922|40.0:1093|4.0:912|14.0:908,0.0:124590|16.0:2914|40.0:1088|4.0:910|14.0:904,False,True
roads,PAVED_MDN1,141152,140654,141152,140654,1.0,1.0,0.0,15,15,498,0.003528,1.0,profiled,0.0:140537|3.0:172|6.0:102|1.0:97|2.0:84,0.0:140039|3.0:172|6.0:102|1.0:97|2.0:84,False,False
roads,PAVED_MDN_,141152,140654,141152,140654,1.0,1.0,0.0,11,11,498,0.003528,1.0,profiled,0.0:140808|1.0:84|2.0:70|3.0:59|6.0:57,0.0:140310|1.0:84|2.0:70|3.0:59|6.0:57,False,False
roads,PAVED_SHLD,141152,140654,141152,140654,1.0,1.0,0.0,23,23,498,0.003528,1.0,profiled,0.0:139384|4.0:481|2.0:287|8.0:262|6.0:250,0.0:138886|4.0:481|2.0:287|8.0:262|6.0:250,False,False
roads,PAVED_SH_1,141152,140654,141152,140654,1.0,1.0,0.0,22,22,498,0.003528,1.0,profiled,0.0:138932|4.0:503|8.0:376|10.0:366|6.0:293,0.0:138436|4.0:503|8.0:374|10.0:366|6.0:293,False,False
roads,PAVEMENT_1,141152,140654,141152,140654,1.0,1.0,0.0,107,107,498,0.003528,1.0,profiled,0.0:23021|10.0:22025|9.0:17485|8.0:11831|12.0:10307,0.0:22542|10.0:22025|9.0:17483|8.0:11827|12.0:10305,False,False
roads,PAVEMENT_W,141152,140654,141152,140654,1.0,1.0,0.0,110,110,498,0.003528,1.0,profiled,10.0:21843|0.0:18827|9.0:17342|8.0:11662|12.0:11238,10.0:21842|0.0:18372|9.0:17339|8.0:11656|12.0:11236,False,False
roads,RIM_ACCESS,141152,140654,141152,140654,1.0,1.0,0.0,3,3,498,0.003528,1.0,profiled,"3-None – Private access (driveways, etc.) permitted:136635|1-Full – access only at interchanges (interstate, etc.):3022|2-Partial – no private accessl:1495","3-None – Private access (driveways, etc.) permitted:136160|1-Full – access only at interchanges (interstate, etc.):3004|2-Partial – no private accessl:1490",True,True
roads,RIM_ACCE_1,141152,140654,141152,140654,1.0,1.0,0.0,3,3,498,0.003528,1.0,profiled,NAC:136635|FAC:3022|PAC:1495,NAC:136160|FAC:3004|PAC:1490,False,False
roads,RIM_COUPLE,141152,140654,141152,140654,1.0,1.0,0.0,2,2,498,0.003528,1.0,profiled,N:140917|Y:235,N:140420|Y:234,False,False
roads,RIM_CURB_1,141152,140654,134013,133802,0.949423,0.951285,0.0,5,5,211,0.001574,1.0,profiled,1-No Curb or Barrier:93961|4-Curb Face Type is not specified - REVIEW:34701|2-Straight Face/Barrier:4451|3-Slope Face:459|5-Roll Top:441,1-No Curb or Barrier:93853|4-Curb Face Type is not specified - REVIEW:34617|2-Straight Face/Barrier:4434|3-Slope Face:458|5-Roll Top:440,False,False
roads,RIM_CURB_2,141152,140654,135677,135466,0.961212,0.963115,0.0,5,5,211,0.001555,1.0,profiled,NON:93946|UKT:36283|SFB:4530|SFC:471|RTP:447,NON:93837|UKT:36200|SFB:4513|SFC:470|RTP:446,False,False
roads,RIM_CURB_3,141152,140654,134013,133802,0.949423,0.951285,0.0,5,5,211,0.001574,1.0,profiled,NON:93961|UKT:34701|SFB:4451|SFC:459|RTP:441,NON:93853|UKT:34617|SFB:4434|SFC:458|RTP:440,False,False
roads,RIM_CURB_T,141152,140654,135677,135466,0.961212,0.963115,0.0,5,5,211,0.001555,1.0,profiled,1-No Curb or Barrier:93946|4-Curb Face Type is not specified - REVIEW:36283|2-Straight Face/Barrier:4530|3-Slope Face:471|5-Roll Top:447,1-No Curb or Barrier:93837|4-Curb Face Type is not specified - REVIEW:36200|2-Straight Face/Barrier:4513|3-Slope Face:470|5-Roll Top:446,False,False
roads,RIM_FACILI,141152,140654,141152,140654,1.0,1.0,0.0,7,6,498,0.003528,0.857143,profiled,3-Two-Way Undivided:118691|4-Two-Way Divided:16505|1-One-Way Undivided:5899|2-One-Way Divided:29|5-Reversible Exclusively (e.g. 395R):23,3-Two-Way Undivided:118291|4-Two-Way Divided:16468|1-One-Way Undivided:5843|2-One-Way Divided:27|5-Reversible Exclusively (e.g. 395R):23,True,True
roads,RIM_FACI_1,141152,140654,141152,140654,1.0,1.0,0.0,7,6,498,0.003528,0.857143,profiled,TUD:118691|TWD:16505|OUD:5899|OWD:29|REX:23,TUD:118291|TWD:16468|OUD:5843|OWD:27|REX:23,False,False
