reference_directional_segment_id,scope,travel_direction,signal_relative_direction,bin_count,starts_at_one,contiguous_index_from_reference,distance_ordered_from_reference,first_bin_start_zero,all_bin_ends_gt_starts,segment_length_ft,last_bin_end_ft_from_reference,length_difference_ft,travel_order_index_ok,qa_status
rds_oseg_rge_rc_0027305_sgn_signal_001129_rc_0027305_sgn_signal_001123_rc_0027305_signal_001129_02_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,15,TRUE,TRUE,TRUE,TRUE,TRUE,733.476,733.476,0.0,TRUE,pass
rds_oseg_rge_rc_0027305_sgn_signal_001130_rc_0027305_sgn_signal_001129_rc_0027305_signal_001129_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,18,TRUE,TRUE,TRUE,TRUE,TRUE,864.63,864.63,0.0,TRUE,pass
rds_oseg_rge_rc_0027305_sgn_signal_001130_rc_0027305_sgn_signal_001129_rc_0027305_signal_001129_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,18,TRUE,TRUE,TRUE,TRUE,TRUE,864.63,864.63,0.0,TRUE,pass
rds_oseg_rge_rc_0027305_sgn_signal_001130_rc_0027305_sgn_signal_001129_rc_0027305_signal_001130_02_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,18,TRUE,TRUE,TRUE,TRUE,TRUE,864.63,864.63,0.0,TRUE,pass
rds_oseg_rge_rc_0027305_sgn_signal_001130_rc_0027305_sgn_signal_001129_rc_0027305_signal_001130_02_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,18,TRUE,TRUE,TRUE,TRUE,TRUE,864.63,864.63,0.0,TRUE,pass
rds_oseg_rge_rc_0027348_sgn_signal_001841_rc_0027348_rn_150403_04_258154_12_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,12,TRUE,TRUE,TRUE,TRUE,TRUE,586.828,586.828,0.0,TRUE,pass
rds_oseg_rge_rc_0027348_sgn_signal_001841_rc_0027348_rn_150403_04_258154_12_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,12,TRUE,TRUE,TRUE,TRUE,TRUE,586.828,586.828,0.0,TRUE,pass
rds_oseg_rge_rc_0027354_sgn_signal_001131_rc_0027354_rn_200926_59_312353_22_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,59,TRUE,TRUE,TRUE,TRUE,TRUE,2932.712,2932.712,0.0,TRUE,pass
rds_oseg_rge_rc_0027354_sgn_signal_001131_rc_0027354_rn_200926_59_312353_22_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,59,TRUE,TRUE,TRUE,TRUE,TRUE,2932.712,2932.712,0.0,TRUE,pass
rds_oseg_rge_rc_0027360_rn_179589_80_159839_40_sgn_signal_000346_rc_0027360_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,13,TRUE,TRUE,TRUE,TRUE,TRUE,607.142,607.142,0.0,TRUE,pass
rds_oseg_rge_rc_0027360_rn_179589_80_159839_40_sgn_signal_000346_rc_0027360_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,13,TRUE,TRUE,TRUE,TRUE,TRUE,607.142,607.142,0.0,TRUE,pass
rds_oseg_rge_rc_0027360_sgn_signal_000346_rc_0027360_rn_179562_31_160250_04_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,16,TRUE,TRUE,TRUE,TRUE,TRUE,763.629,763.629,0.0,TRUE,pass
rds_oseg_rge_rc_0027360_sgn_signal_000346_rc_0027360_rn_179562_31_160250_04_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,16,TRUE,TRUE,TRUE,TRUE,TRUE,763.629,763.629,0.0,TRUE,pass
rds_oseg_rge_rc_0027509_sgn_signal_002350_rc_0027509_rn_178862_36_264801_83_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,30,TRUE,TRUE,TRUE,TRUE,TRUE,1472.726,1472.726,0.0,TRUE,pass
rds_oseg_rge_rc_0027509_sgn_signal_002350_rc_0027509_rn_178862_36_264801_83_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,30,TRUE,TRUE,TRUE,TRUE,TRUE,1472.726,1472.726,0.0,TRUE,pass
rds_oseg_rge_rc_0027964_rn_184708_29_326700_47_sgn_signal_000960_rc_0027964_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,41,TRUE,TRUE,TRUE,TRUE,TRUE,2025.992,2025.992,0.0,TRUE,pass
rds_oseg_rge_rc_0027964_rn_184708_29_326700_47_sgn_signal_000960_rc_0027964_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,41,TRUE,TRUE,TRUE,TRUE,TRUE,2025.992,2025.992,0.0,TRUE,pass
rds_oseg_rge_rc_0027964_sgn_signal_000960_rc_0027964_rn_186487_40_326338_46_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,81,TRUE,TRUE,TRUE,TRUE,TRUE,4023.519,4023.519,0.0,TRUE,pass
rds_oseg_rge_rc_0027964_sgn_signal_000960_rc_0027964_rn_186487_40_326338_46_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,81,TRUE,TRUE,TRUE,TRUE,TRUE,4023.519,4023.519,0.0,TRUE,pass
rds_oseg_rge_rc_0028027_sgn_signal_000093_rc_0028027_rn_36748_76_168030_14_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,332,TRUE,TRUE,TRUE,TRUE,TRUE,16552.536,16552.536,0.0,TRUE,pass
rds_oseg_rge_rc_0028027_sgn_signal_000093_rc_0028027_rn_36748_76_168030_14_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,332,TRUE,TRUE,TRUE,TRUE,TRUE,16552.536,16552.536,0.0,TRUE,pass
rds_oseg_rge_rc_0028094_rn_88059_76_229817_10_sgn_signal_000066_rc_0028094_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,3,TRUE,TRUE,TRUE,TRUE,TRUE,111.014,111.014,0.0,TRUE,pass
rds_oseg_rge_rc_0028094_rn_88059_76_229817_10_sgn_signal_000066_rc_0028094_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,3,TRUE,TRUE,TRUE,TRUE,TRUE,111.014,111.014,0.0,TRUE,pass
rds_oseg_rge_rc_0028094_sgn_signal_000066_rc_0028094_sgn_signal_000064_rc_0028094_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,37,TRUE,TRUE,TRUE,TRUE,TRUE,1808.012,1808.012,0.0,TRUE,pass
rds_oseg_rge_rc_0028094_sgn_signal_000066_rc_0028094_sgn_signal_000064_rc_0028094_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,37,TRUE,TRUE,TRUE,TRUE,TRUE,1808.012,1808.012,0.0,TRUE,pass
rds_oseg_rge_rc_0028283_sgn_signal_000959_rc_0028283_rn_187730_85_326432_12_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,69,TRUE,TRUE,TRUE,TRUE,TRUE,3416.247,3416.247,0.0,TRUE,pass
rds_oseg_rge_rc_0028283_sgn_signal_000959_rc_0028283_rn_187730_85_326432_12_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,69,TRUE,TRUE,TRUE,TRUE,TRUE,3416.247,3416.247,0.0,TRUE,pass
rds_oseg_rge_rc_0028425_rn_110335_57_85304_34_sgn_signal_000213_rc_0028425_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,9,TRUE,TRUE,TRUE,TRUE,TRUE,444.326,444.326,0.0,TRUE,pass
rds_oseg_rge_rc_0028425_rn_110335_57_85304_34_sgn_signal_000213_rc_0028425_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,9,TRUE,TRUE,TRUE,TRUE,TRUE,444.326,444.326,0.0,TRUE,pass
rds_oseg_rge_rc_0028444_rn_32053_77_64072_52_sgn_signal_001514_rc_0028444_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,4,TRUE,TRUE,TRUE,TRUE,TRUE,191.727,191.727,0.0,TRUE,pass
rds_oseg_rge_rc_0028444_rn_32053_77_64072_52_sgn_signal_001514_rc_0028444_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,4,TRUE,TRUE,TRUE,TRUE,TRUE,191.727,191.727,0.0,TRUE,pass
rds_oseg_rge_rc_0028445_sgn_signal_001514_rc_0028445_rn_32153_65_64112_67_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,4,TRUE,TRUE,TRUE,TRUE,TRUE,158.552,158.552,0.0,TRUE,pass
rds_oseg_rge_rc_0028445_sgn_signal_001514_rc_0028445_rn_32153_65_64112_67_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,4,TRUE,TRUE,TRUE,TRUE,TRUE,158.552,158.552,0.0,TRUE,pass
rds_oseg_rge_rc_0028588_rn_184626_88_320943_40_sgn_signal_000664_rc_0028588_signal_000664_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,10,TRUE,TRUE,TRUE,TRUE,TRUE,465.873,465.873,0.0,TRUE,pass
rds_oseg_rge_rc_0028588_rn_184626_88_320943_40_sgn_signal_000664_rc_0028588_signal_000664_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,10,TRUE,TRUE,TRUE,TRUE,TRUE,465.873,465.873,0.0,TRUE,pass
rds_oseg_rge_rc_0028588_sgn_signal_000664_rc_0028588_rn_184581_09_320784_38_signal_000664_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,2,TRUE,TRUE,TRUE,TRUE,TRUE,77.193,77.193,0.0,TRUE,pass
rds_oseg_rge_rc_0028588_sgn_signal_000664_rc_0028588_rn_184581_09_320784_38_signal_000664_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,2,TRUE,TRUE,TRUE,TRUE,TRUE,77.193,77.193,0.0,TRUE,pass
rds_oseg_rge_rc_0028603_rn_186487_40_326338_46_sgn_signal_000959_rc_0028603_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,15,TRUE,TRUE,TRUE,TRUE,TRUE,720.286,720.286,0.0,TRUE,pass
rds_oseg_rge_rc_0028603_rn_186487_40_326338_46_sgn_signal_000959_rc_0028603_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,15,TRUE,TRUE,TRUE,TRUE,TRUE,720.286,720.286,0.0,TRUE,pass
rds_oseg_rge_rc_0028698_rn_181813_27_337762_72_sgn_signal_001729_rc_0028698_signal_001729_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,29,TRUE,TRUE,TRUE,TRUE,TRUE,1400.589,1400.589,0.0,TRUE,pass
rds_oseg_rge_rc_0028698_rn_181813_27_337762_72_sgn_signal_001729_rc_0028698_signal_001729_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,29,TRUE,TRUE,TRUE,TRUE,TRUE,1400.589,1400.589,0.0,TRUE,pass
rds_oseg_rge_rc_0028698_sgn_signal_001729_rc_0028698_sgn_signal_001614_rc_0028698_signal_001614_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,12,TRUE,TRUE,TRUE,TRUE,TRUE,559.754,559.754,0.0,TRUE,pass
rds_oseg_rge_rc_0028698_sgn_signal_001729_rc_0028698_sgn_signal_001614_rc_0028698_signal_001614_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,12,TRUE,TRUE,TRUE,TRUE,TRUE,559.754,559.754,0.0,TRUE,pass
rds_oseg_rge_rc_0028698_sgn_signal_001729_rc_0028698_sgn_signal_001614_rc_0028698_signal_001729_02_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,12,TRUE,TRUE,TRUE,TRUE,TRUE,559.754,559.754,0.0,TRUE,pass
rds_oseg_rge_rc_0028698_sgn_signal_001729_rc_0028698_sgn_signal_001614_rc_0028698_signal_001729_02_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,12,TRUE,TRUE,TRUE,TRUE,TRUE,559.754,559.754,0.0,TRUE,pass
rds_oseg_rge_rc_0028725_rn_184106_68_148837_34_sgn_signal_000306_rc_0028725_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,147,TRUE,TRUE,TRUE,TRUE,TRUE,7305.687,7305.687,0.0,TRUE,pass
rds_oseg_rge_rc_0028725_rn_184106_68_148837_34_sgn_signal_000306_rc_0028725_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,147,TRUE,TRUE,TRUE,TRUE,TRUE,7305.687,7305.687,0.0,TRUE,pass
rds_oseg_rge_rc_0028749_rn_237164_77_72887_60_sgn_signal_002427_rc_0028749_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,13,TRUE,TRUE,TRUE,TRUE,TRUE,636.758,636.758,0.0,TRUE,pass
rds_oseg_rge_rc_0028749_rn_237164_77_72887_60_sgn_signal_002427_rc_0028749_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,13,TRUE,TRUE,TRUE,TRUE,TRUE,636.758,636.758,0.0,TRUE,pass
rds_oseg_rge_rc_0028956_rn_199291_52_312209_50_sgn_signal_002756_rc_0028956_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,117,TRUE,TRUE,TRUE,TRUE,TRUE,5822.604,5822.604,0.0,TRUE,pass
rds_oseg_rge_rc_0028956_rn_199291_52_312209_50_sgn_signal_002756_rc_0028956_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,117,TRUE,TRUE,TRUE,TRUE,TRUE,5822.604,5822.604,0.0,TRUE,pass
rds_oseg_rge_rc_0028956_sgn_signal_002756_rc_0028956_rn_201538_63_311572_38_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,84,TRUE,TRUE,TRUE,TRUE,TRUE,4154.853,4154.853,0.0,TRUE,pass
rds_oseg_rge_rc_0028956_sgn_signal_002756_rc_0028956_rn_201538_63_311572_38_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,84,TRUE,TRUE,TRUE,TRUE,TRUE,4154.853,4154.853,0.0,TRUE,pass
rds_oseg_rge_rc_0029160_rn_110039_26_84430_12_sgn_signal_000213_rc_0029160_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,66,TRUE,TRUE,TRUE,TRUE,TRUE,3290.261,3290.261,0.0,TRUE,pass
rds_oseg_rge_rc_0029160_rn_110039_26_84430_12_sgn_signal_000213_rc_0029160_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,66,TRUE,TRUE,TRUE,TRUE,TRUE,3290.261,3290.261,0.0,TRUE,pass
rds_oseg_rge_rc_0029160_sgn_signal_000213_rc_0029160_rn_110813_11_86689_91_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,93,TRUE,TRUE,TRUE,TRUE,TRUE,4646.217,4646.217,0.0,TRUE,pass
rds_oseg_rge_rc_0029160_sgn_signal_000213_rc_0029160_rn_110813_11_86689_91_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,93,TRUE,TRUE,TRUE,TRUE,TRUE,4646.217,4646.217,0.0,TRUE,pass
rds_oseg_rge_rc_0029203_rn_33378_69_72676_28_sgn_signal_001522_rc_0029203_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,13,TRUE,TRUE,TRUE,TRUE,TRUE,633.936,633.936,0.0,TRUE,pass
rds_oseg_rge_rc_0029203_rn_33378_69_72676_28_sgn_signal_001522_rc_0029203_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,13,TRUE,TRUE,TRUE,TRUE,TRUE,633.936,633.936,0.0,TRUE,pass
rds_oseg_rge_rc_0029203_sgn_signal_001522_rc_0029203_rn_32749_48_73724_94_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,70,TRUE,TRUE,TRUE,TRUE,TRUE,3452.803,3452.803,0.0,TRUE,pass
rds_oseg_rge_rc_0029203_sgn_signal_001522_rc_0029203_rn_32749_48_73724_94_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,70,TRUE,TRUE,TRUE,TRUE,TRUE,3452.803,3452.803,0.0,TRUE,pass
rds_oseg_rge_rc_0029381_sgn_signal_002364_rc_0029381_sgn_signal_002373_rc_0029381_signal_002364_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,23,TRUE,TRUE,TRUE,TRUE,TRUE,1114.405,1114.405,0.0,TRUE,pass
rds_oseg_rge_rc_0029381_sgn_signal_002364_rc_0029381_sgn_signal_002373_rc_0029381_signal_002364_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,23,TRUE,TRUE,TRUE,TRUE,TRUE,1114.405,1114.405,0.0,TRUE,pass
rds_oseg_rge_rc_0029381_sgn_signal_002636_rc_0029381_sgn_signal_002364_rc_0029381_signal_002364_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,21,TRUE,TRUE,TRUE,TRUE,TRUE,1035.397,1035.397,0.0,TRUE,pass
rds_oseg_rge_rc_0029381_sgn_signal_002636_rc_0029381_sgn_signal_002364_rc_0029381_signal_002364_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,21,TRUE,TRUE,TRUE,TRUE,TRUE,1035.397,1035.397,0.0,TRUE,pass
rds_oseg_rge_rc_0029396_rn_196912_04_307604_54_sgn_signal_001020_rc_0029396_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,49,TRUE,TRUE,TRUE,TRUE,TRUE,2425.443,2425.443,0.0,TRUE,pass
rds_oseg_rge_rc_0029396_rn_196912_04_307604_54_sgn_signal_001020_rc_0029396_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,49,TRUE,TRUE,TRUE,TRUE,TRUE,2425.443,2425.443,0.0,TRUE,pass
rds_oseg_rge_rc_0029529_rn_160706_59_183395_56_sgn_signal_001308_rc_0029529_signal_001308_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,40,TRUE,TRUE,TRUE,TRUE,TRUE,1965.926,1965.926,0.0,TRUE,pass
rds_oseg_rge_rc_0029529_rn_160706_59_183395_56_sgn_signal_001308_rc_0029529_signal_001308_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,40,TRUE,TRUE,TRUE,TRUE,TRUE,1965.926,1965.926,0.0,TRUE,pass
rds_oseg_rge_rc_0029529_sgn_signal_001308_rc_0029529_rn_161531_79_182980_90_signal_001308_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,24,TRUE,TRUE,TRUE,TRUE,TRUE,1164.716,1164.716,0.0,TRUE,pass
rds_oseg_rge_rc_0029529_sgn_signal_001308_rc_0029529_rn_161531_79_182980_90_signal_001308_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,24,TRUE,TRUE,TRUE,TRUE,TRUE,1164.716,1164.716,0.0,TRUE,pass
rds_oseg_rge_rc_0029664_rn_162582_29_239759_01_sgn_signal_002287_rc_0029664_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,123,TRUE,TRUE,TRUE,TRUE,TRUE,6120.29,6120.29,0.0,TRUE,pass
rds_oseg_rge_rc_0029664_rn_162582_29_239759_01_sgn_signal_002287_rc_0029664_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,123,TRUE,TRUE,TRUE,TRUE,TRUE,6120.29,6120.29,0.0,TRUE,pass
rds_oseg_rge_rc_0029890_rn_160706_59_183395_56_sgn_signal_001308_rc_0029890_signal_001308_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,40,TRUE,TRUE,TRUE,TRUE,TRUE,1987.555,1987.555,0.0,TRUE,pass
rds_oseg_rge_rc_0029890_rn_160706_59_183395_56_sgn_signal_001308_rc_0029890_signal_001308_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,40,TRUE,TRUE,TRUE,TRUE,TRUE,1987.555,1987.555,0.0,TRUE,pass
rds_oseg_rge_rc_0029890_sgn_signal_001308_rc_0029890_rn_161470_19_183072_12_signal_001308_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,17,TRUE,TRUE,TRUE,TRUE,TRUE,835.895,835.895,0.0,TRUE,pass
rds_oseg_rge_rc_0029890_sgn_signal_001308_rc_0029890_rn_161470_19_183072_12_signal_001308_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,17,TRUE,TRUE,TRUE,TRUE,TRUE,835.895,835.895,0.0,TRUE,pass
rds_oseg_rge_rc_0030148_sgn_signal_002364_rc_0030148_sgn_signal_002373_rc_0030148_signal_002364_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,22,TRUE,TRUE,TRUE,TRUE,TRUE,1090.138,1090.138,0.0,TRUE,pass
rds_oseg_rge_rc_0030148_sgn_signal_002364_rc_0030148_sgn_signal_002373_rc_0030148_signal_002364_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,22,TRUE,TRUE,TRUE,TRUE,TRUE,1090.138,1090.138,0.0,TRUE,pass
rds_oseg_rge_rc_0030148_sgn_signal_002636_rc_0030148_sgn_signal_002364_rc_0030148_signal_002364_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,21,TRUE,TRUE,TRUE,TRUE,TRUE,1034.204,1034.204,0.0,TRUE,pass
rds_oseg_rge_rc_0030148_sgn_signal_002636_rc_0030148_sgn_signal_002364_rc_0030148_signal_002364_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,21,TRUE,TRUE,TRUE,TRUE,TRUE,1034.204,1034.204,0.0,TRUE,pass
rds_oseg_rge_rc_0030200_rn_183713_64_337037_59_sgn_signal_001611_rc_0030200_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,131,TRUE,TRUE,TRUE,TRUE,TRUE,6542.698,6542.698,0.0,TRUE,pass
rds_oseg_rge_rc_0030200_rn_183713_64_337037_59_sgn_signal_001611_rc_0030200_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,131,TRUE,TRUE,TRUE,TRUE,TRUE,6542.698,6542.698,0.0,TRUE,pass
rds_oseg_rge_rc_0030212_rn_148618_60_169419_51_sgn_signal_001860_rc_0030212_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,65,TRUE,TRUE,TRUE,TRUE,TRUE,3246.385,3246.385,0.0,TRUE,pass
rds_oseg_rge_rc_0030212_rn_148618_60_169419_51_sgn_signal_001860_rc_0030212_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,65,TRUE,TRUE,TRUE,TRUE,TRUE,3246.385,3246.385,0.0,TRUE,pass
rds_oseg_rge_rc_0030212_sgn_signal_001860_rc_0030212_rn_148209_25_170339_22_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,2,TRUE,TRUE,TRUE,TRUE,TRUE,82.417,82.417,0.0,TRUE,pass
rds_oseg_rge_rc_0030212_sgn_signal_001860_rc_0030212_rn_148209_25_170339_22_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,2,TRUE,TRUE,TRUE,TRUE,TRUE,82.417,82.417,0.0,TRUE,pass
rds_oseg_rge_rc_0030227_sgn_signal_000090_rc_0030227_rn_33768_23_163237_33_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,9,TRUE,TRUE,TRUE,TRUE,TRUE,437.729,437.729,0.0,TRUE,pass
rds_oseg_rge_rc_0030227_sgn_signal_000090_rc_0030227_rn_33768_23_163237_33_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,9,TRUE,TRUE,TRUE,TRUE,TRUE,437.729,437.729,0.0,TRUE,pass
rds_oseg_rge_rc_0030228_sgn_signal_003165_rc_0030228_sgn_signal_003602_rc_0030228_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,3,TRUE,TRUE,TRUE,TRUE,TRUE,121.487,121.487,0.0,TRUE,pass
rds_oseg_rge_rc_0030228_sgn_signal_003165_rc_0030228_sgn_signal_003602_rc_0030228_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,3,TRUE,TRUE,TRUE,TRUE,TRUE,121.487,121.487,0.0,TRUE,pass
rds_oseg_rge_rc_0030228_sgn_signal_003602_rc_0030228_sgn_signal_003727_rc_0030228_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,4,TRUE,TRUE,TRUE,TRUE,TRUE,158.171,158.171,0.0,TRUE,pass
rds_oseg_rge_rc_0030228_sgn_signal_003602_rc_0030228_sgn_signal_003727_rc_0030228_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,4,TRUE,TRUE,TRUE,TRUE,TRUE,158.171,158.171,0.0,TRUE,pass
rds_oseg_rge_rc_0030524_sgn_signal_003165_rc_0030524_sgn_signal_003602_rc_0030524_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,3,TRUE,TRUE,TRUE,TRUE,TRUE,120.926,120.926,0.0,TRUE,pass
rds_oseg_rge_rc_0030524_sgn_signal_003165_rc_0030524_sgn_signal_003602_rc_0030524_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,3,TRUE,TRUE,TRUE,TRUE,TRUE,120.926,120.926,0.0,TRUE,pass
rds_oseg_rge_rc_0030524_sgn_signal_003602_rc_0030524_sgn_signal_003727_rc_0030524_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,4,TRUE,TRUE,TRUE,TRUE,TRUE,157.251,157.251,0.0,TRUE,pass
rds_oseg_rge_rc_0030524_sgn_signal_003602_rc_0030524_sgn_signal_003727_rc_0030524_undivided_centerline_b_to_a,prototype_usable,anchor_to_reference,upstream_of_reference_signal,4,TRUE,TRUE,TRUE,TRUE,TRUE,157.251,157.251,0.0,TRUE,pass
rds_oseg_rge_rc_0030550_sgn_signal_002140_rc_0030550_sgn_signal_002141_rc_0030550_signal_002141_01_a_to_b,excluded_or_review,reference_to_anchor,downstream_of_reference_signal,18,TRUE,TRUE,TRUE,TRUE,TRUE,855.728,855.728,0.0,TRUE,pass
rds_oseg_rge_rc_0030550_sgn_signal_002140_rc_0030550_sgn_signal_002141_rc_0030550_signal_002141_01_b_to_a,excluded_or_review,anchor_to_reference,upstream_of_reference_signal,18,TRUE,TRUE,TRUE,TRUE,TRUE,855.728,855.728,0.0,TRUE,pass
rds_oseg_rge_rc_0030637_rn_189295_47_334356_26_sgn_signal_000753_rc_0030637_undivided_centerline_a_to_b,prototype_usable,reference_to_anchor,downstream_of_reference_signal,48,TRUE,TRUE,TRUE,TRUE,TRUE,2395.164,2395.164,0.0,TRUE,pass
